Country,State,County,Population,Metropolitan Area
United States,Louisiana,Vermilion,59253,"Lafayette, LA"
United States,Georgia,Troup,69053,"LaGrange, GA"
United States,Louisiana,Calcasieu,195296,"Lake Charles, LA"
United States,Louisiana,Cameron,6744,"Lake Charles, LA"
United States,Florida,Columbia,67543,"Lake City, FL"
United States,Arizona,Mohave,203030,"Lake Havasu City-Kingman, AZ"
United States,Florida,Polk,623009,"Lakeland-Winter Haven, FL"
United States,Texas,Dawson,13810,"Lamesa, TX"
United States,Pennsylvania,Lancaster,529600,"Lancaster, PA"
United States,Michigan,Clinton,76739,"Lansing-East Lansing, MI"
United States,Michigan,Eaton,108348,"Lansing-East Lansing, MI"
United States,Michigan,Ingham,282234,"Lansing-East Lansing, MI"
United States,Wyoming,Albany,37422,"Laramie, WY"
United States,Texas,Webb,262495,"Laredo, TX"
United States,New Mexico,Dona Ana,213460,"Las Cruces, NM"
United States,Nevada,Clark,2027868,"Las Vegas-Henderson-Paradise, NV"
United States,New Mexico,San Miguel,28541,"Las Vegas, NM"
United States,Mississippi,Jasper,16470,"Laurel, MS"
United States,Mississippi,Jones,68961,"Laurel, MS"
United States,North Carolina,Scotland,36025,"Laurinburg, NC"
United States,Kansas,Douglas,114322,"Lawrence, KS"
United States,Tennessee,Lawrence,41990,"Lawrenceburg, TN"
United States,Oklahoma,Comanche,124937,"Lawton, OK"
United States,Oklahoma,Cotton,6152,"Lawton, OK"
United States,Missouri,Laclede,35667,"Lebanon, MO"
United States,Pennsylvania,Lebanon,135486,"Lebanon, PA"
United States,Texas,Hockley,23530,"Levelland, TX"
United States,Pennsylvania,Union,44867,"Lewisburg, PA"
United States,Tennessee,Marshall,31130,"Lewisburg, TN"
United States,Maine,Androscoggin,107604,"Lewiston-Auburn, ME"
United States,Idaho,Nez Perce,39915,"Lewiston, ID-WA"
United States,Washington,Asotin,22110,"Lewiston, ID-WA"
United States,Pennsylvania,Mifflin,46616,"Lewistown, PA"
United States,Kentucky,Bourbon,19998,"Lexington-Fayette, KY"
United States,Kentucky,Clark,35614,"Lexington-Fayette, KY"
United States,Kentucky,Fayette,308428,"Lexington-Fayette, KY"
United States,Kentucky,Jessamine,50173,"Lexington-Fayette, KY"
United States,Kentucky,Scott,49947,"Lexington-Fayette, KY"
United States,Kentucky,Woodford,25275,"Lexington-Fayette, KY"
United States,Nebraska,Dawson,24207,"Lexington, NE"
United States,Nebraska,Gosper,1972,"Lexington, NE"
United States,Kansas,Seward,23390,"Liberal, KS"
United States,Ohio,Allen,105298,"Lima, OH"
United States,Illinois,Logan,29964,"Lincoln, IL"
United States,Nebraska,Lancaster,297036,"Lincoln, NE"
United States,Nebraska,Seward,17089,"Lincoln, NE"
United States,Arkansas,Faulkner,119580,"Little Rock-North Little Rock-Conway, AR"
United States,Arkansas,Grant,18019,"Little Rock-North Little Rock-Conway, AR"
United States,Arkansas,Lonoke,70753,"Little Rock-North Little Rock-Conway, AR"
United States,Arkansas,Perry,10345,"Little Rock-North Little Rock-Conway, AR"
United States,Arkansas,Pulaski,391284,"Little Rock-North Little Rock-Conway, AR"
United States,Arkansas,Saline,114404,"Little Rock-North Little Rock-Conway, AR"
United States,Pennsylvania,Clinton,39954,"Lock Haven, PA"
United States,Idaho,Franklin,12854,"Logan, UT-ID"
United States,Utah,Cache,116909,"Logan, UT-ID"
United States,West Virginia,Logan,35987,"Logan, WV"
United States,Indiana,Cass,38463,"Logansport, IN"
United States,Kentucky,Knox,31790,"London, KY"
United States,Kentucky,Laurel,59563,"London, KY"
United States,Kentucky,Whitley,35766,"London, KY"
United States,Texas,Gregg,123024,"Longview, TX"
United States,Texas,Rusk,53622,"Longview, TX"
United States,Texas,Upshur,39884,"Longview, TX"
United States,Washington,Cowlitz,101860,"Longview, WA"
United States,New Mexico,Los Alamos,17798,"Los Alamos, NM"
United States,California,Los Angeles,10017068,"Los Angeles-Long Beach-Anaheim, CA"
United States,California,Orange,3114363,"Los Angeles-Long Beach-Anaheim, CA"
United States,Indiana,Clark,112938,"Louisville/Jefferson County, KY-IN"
United States,Indiana,Floyd,76244,"Louisville/Jefferson County, KY-IN"
United States,Indiana,Harrison,39163,"Louisville/Jefferson County, KY-IN"
United States,Indiana,Scott,23972,"Louisville/Jefferson County, KY-IN"
United States,Indiana,Washington,27780,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Bullitt,76854,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Henry,15445,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Jefferson,756832,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Oldham,62364,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Shelby,44216,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Spencer,17637,"Louisville/Jefferson County, KY-IN"
United States,Kentucky,Trimble,8816,"Louisville/Jefferson County, KY-IN"
United States,Texas,Crosby,5991,"Lubbock, TX"
United States,Texas,Lubbock,289324,"Lubbock, TX"
United States,Texas,Lynn,5723,"Lubbock, TX"
United States,Michigan,Mason,28605,"Ludington, MI"
United States,Texas,Angelina,87441,"Lufkin, TX"
United States,North Carolina,Robeson,134841,"Lumberton, NC"
United States,Virginia,Amherst,32178,"Lynchburg, VA"
United States,Virginia,Appomattox,15255,"Lynchburg, VA"
United States,Virginia,Bedford,75773,"Lynchburg, VA"
United States,Virginia,Campbell,55235,"Lynchburg, VA"
United States,Virginia,Lynchburg,78014,"Lynchburg, VA"
United States,Illinois,McDonough,32464,"Macomb, IL"
United States,Georgia,Bibb,154721,"Macon, GA"
United States,Georgia,Crawford,12504,"Macon, GA"
United States,Georgia,Jones,28569,"Macon, GA"
United States,Georgia,Monroe,26984,"Macon, GA"
United States,Georgia,Twiggs,8481,"Macon, GA"
United States,California,Madera,152389,"Madera, CA"
United States,Indiana,Jefferson,32458,"Madison, IN"
United States,Wisconsin,Columbia,56653,"Madison, WI"
United States,Wisconsin,Dane,509939,"Madison, WI"
United States,Wisconsin,Green,37090,"Madison, WI"
United States,Wisconsin,Iowa,23749,"Madison, WI"
United States,Kentucky,Hopkins,46634,"Madisonville, KY"
United States,Arkansas,Columbia,24164,"Magnolia, AR"
United States,New York,Franklin,51688,"Malone, NY"
United States,Arkansas,Hot Spring,33500,"Malvern, AR"
United States,New Hampshire,Hillsborough,403985,"Manchester-Nashua, NH"
United States,Kansas,Pottawatomie,22691,"Manhattan, KS"
United States,Kansas,Riley,75394,"Manhattan, KS"
United States,Wisconsin,Manitowoc,80654,"Manitowoc, WI"
United States,Minnesota,Blue Earth,65528,"Mankato-North Mankato, MN"
United States,Minnesota,Nicollet,33032,"Mankato-North Mankato, MN"
United States,Ohio,Richland,121773,"Mansfield, OH"
United States,Ohio,Washington,61310,"Marietta, OH"
United States,Michigan,Menominee,23791,"Marinette, WI-MI"
United States,Wisconsin,Marinette,41610,"Marinette, WI-MI"
United States,Indiana,Grant,69126,"Marion, IN"
United States,North Carolina,McDowell,44961,"Marion, NC"
United States,Ohio,Marion,65905,"Marion, OH"
United States,Michigan,Marquette,67700,"Marquette, MI"
United States,Minnesota,Lyon,25487,"Marshall, MN"
United States,Missouri,Saline,23252,"Marshall, MO"
United States,Texas,Harrison,66886,"Marshall, TX"
United States,Iowa,Marshall,40994,"Marshalltown, IA"
United States,Tennessee,Weakley,34450,"Martin, TN"
United States,Virginia,Henry,52617,"Martinsville, VA"
United States,Virginia,Martinsville,13755,"Martinsville, VA"
United States,Missouri,Nodaway,23261,"Maryville, MO"
United States,Iowa,Cerro Gordo,43575,"Mason City, IA"
United States,Iowa,Worth,7541,"Mason City, IA"
United States,Puerto Rico,Hormigueros Municipality,17250,Mayagüez metropolitan area
United States,Puerto Rico,Mayagüez Municipality,89080,Mayagüez metropolitan area
United States,Kentucky,Graves,37451,"Mayfield, KY"
United States,Kentucky,Mason,17278,"Maysville, KY"
United States,Oklahoma,Pittsburg,44703,"McAlester, OK"
United States,Texas,Hidalgo,815996,"McAllen-Edinburg-Mission, TX"
United States,Mississippi,Amite,12899,"McComb, MS"
United States,Mississippi,Pike,40014,"McComb, MS"
United States,Tennessee,Warren,39965,"McMinnville, TN"
United States,Kansas,McPherson,29569,"McPherson, KS"
United States,Pennsylvania,Crawford,87376,"Meadville, PA"
United States,Oregon,Jackson,208545,"Medford, OR"
United States,Arkansas,Crittenden,49746,"Memphis, TN-MS-AR"
United States,Mississippi,Benton,8571,"Memphis, TN-MS-AR"
United States,Mississippi,DeSoto,168240,"Memphis, TN-MS-AR"
United States,Mississippi,Marshall,36515,"Memphis, TN-MS-AR"
United States,Mississippi,Tate,28373,"Memphis, TN-MS-AR"
United States,Mississippi,Tunica,10560,"Memphis, TN-MS-AR"
United States,Tennessee,Fayette,38690,"Memphis, TN-MS-AR"
United States,Tennessee,Shelby,939465,"Memphis, TN-MS-AR"
United States,Tennessee,Tipton,61586,"Memphis, TN-MS-AR"
United States,Wisconsin,Dunn,44122,"Menomonie, WI"
United States,California,Merced,263228,"Merced, CA"
United States,Mississippi,Clarke,16415,"Meridian, MS"
United States,Mississippi,Kemper,10294,"Meridian, MS"
United States,Mississippi,Lauderdale,80254,"Meridian, MS"
United States,Wisconsin,Lincoln,28684,"Merrill, WI"
United States,Missouri,Audrain,25661,"Mexico, MO"
United States,Florida,Broward,1838844,"Miami-Fort Lauderdale-West Palm Beach, FL"
United States,Florida,Miami-Dade,2617176,"Miami-Fort Lauderdale-West Palm Beach, FL"
United States,Florida,Palm Beach,1372171,"Miami-Fort Lauderdale-West Palm Beach, FL"
United States,Oklahoma,Ottawa,32245,"Miami, OK"
United States,Indiana,LaPorte,111281,"Michigan City-La Porte, IN"
United States,Kentucky,Bell,27885,"Middlesborough, KY"
United States,Michigan,Midland,83919,"Midland, MI"
United States,Texas,Martin,5312,"Midland, TX"
United States,Texas,Midland,151468,"Midland, TX"
United States,Georgia,Baldwin,46039,"Milledgeville, GA"
United States,Georgia,Hancock,8879,"Milledgeville, GA"
United States,Wisconsin,Milwaukee,956023,"Milwaukee-Waukesha-West Allis, WI"
United States,Wisconsin,Ozaukee,87054,"Milwaukee-Waukesha-West Allis, WI"
United States,Wisconsin,Washington,132739,"Milwaukee-Waukesha-West Allis, WI"
United States,Wisconsin,Waukesha,393843,"Milwaukee-Waukesha-West Allis, WI"
United States,Texas,Palo Pinto,27889,"Mineral Wells, TX"
United States,Minnesota,Anoka,339534,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Carver,95562,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Chisago,53761,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Dakota,408509,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Hennepin,1198778,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Isanti,38204,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Le Sueur,27810,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Mille Lacs,25833,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Ramsey,526714,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Scott,137232,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Sherburne,90158,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Sibley,15072,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Washington,246603,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Minnesota,Wright,128470,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Wisconsin,Pierce,40976,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,Wisconsin,St. Croix,85930,"Minneapolis-St. Paul-Bloomington, MN-WI"
United States,North Dakota,McHenry,5922,"Minot, ND"
United States,North Dakota,Renville,2608,"Minot, ND"
United States,North Dakota,Ward,67990,"Minot, ND"
United States,Montana,Missoula,111807,"Missoula, MT"
United States,South Dakota,Davison,19823,"Mitchell, SD"
United States,South Dakota,Hanson,3405,"Mitchell, SD"
United States,Missouri,Randolph,24940,"Moberly, MO"
United States,Alabama,Mobile,414079,"Mobile, AL"
United States,California,Stanislaus,525491,"Modesto, CA"
United States,Louisiana,Ouachita,156220,"Monroe, LA"
United States,Louisiana,Union,22344,"Monroe, LA"
United States,Michigan,Monroe,150376,"Monroe, MI"
United States,Alabama,Autauga,55246,"Montgomery, AL"
United States,Alabama,Elmore,80902,"Montgomery, AL"
United States,Alabama,Lowndes,10703,"Montgomery, AL"
United States,Alabama,Montgomery,226659,"Montgomery, AL"
United States,Colorado,Montrose,40713,"Montrose, CO"
United States,North Carolina,Carteret,68434,"Morehead City, NC"
United States,Louisiana,St. Mary,53543,"Morgan City, LA"
United States,West Virginia,Monongalia,102274,"Morgantown, WV"
United States,West Virginia,Preston,33859,"Morgantown, WV"
United States,Tennessee,Hamblen,63074,"Morristown, TN"
United States,Tennessee,Jefferson,52123,"Morristown, TN"
United States,Idaho,Latah,38078,"Moscow, ID"
United States,Washington,Grant,91878,"Moses Lake, WA"
United States,Georgia,Colquitt,46275,"Moultrie, GA"
United States,North Carolina,Surry,73050,"Mount Airy, NC"
United States,Michigan,Isabella,70436,"Mount Pleasant, MI"
United States,Texas,Titus,32581,"Mount Pleasant, TX"
United States,Kentucky,Bath,11961,"Mount Sterling, KY"
United States,Kentucky,Menifee,6288,"Mount Sterling, KY"
United States,Kentucky,Montgomery,27251,"Mount Sterling, KY"
United States,Washington,Skagit,118837,"Mount Vernon-Anacortes, WA"
United States,Illinois,Jefferson,38644,"Mount Vernon, IL"
United States,Ohio,Knox,60810,"Mount Vernon, OH"
United States,Arkansas,Baxter,40957,"Mountain Home, AR"
United States,Idaho,Elmore,26170,"Mountain Home, ID"
United States,Indiana,Delaware,117484,"Muncie, IN"
United States,Kentucky,Calloway,37657,"Murray, KY"
United States,Iowa,Muscatine,42836,"Muscatine, IA"
United States,Michigan,Muskegon,171008,"Muskegon, MI"
United States,Oklahoma,Muskogee,70303,"Muskogee, OK"
United States,North Carolina,Brunswick,115301,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
United States,South Carolina,Horry,289650,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
United States,Texas,Nacogdoches,65330,"Nacogdoches, TX"
United States,California,Napa,140326,"Napa, CA"
United States,Florida,Collier,339642,"Naples-Immokalee-Marco Island, FL"
United States,Tennessee,Cannon,13775,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Cheatham,39492,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Davidson,658602,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Dickson,50266,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Hickman,24267,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Macon,22701,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Maury,83761,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Robertson,67383,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Rutherford,281029,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Smith,19074,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Sumner,168888,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Trousdale,7828,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Williamson,198901,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Tennessee,Wilson,121945,"Nashville-Davidson-Murfreesboro-Franklin, TN"
United States,Louisiana,Concordia,20442,"Natchez, MS-LA"
United States,Mississippi,Adams,32090,"Natchez, MS-LA"
United States,Louisiana,Natchitoches,39138,"Natchitoches, LA"
United States,North Carolina,Craven,104489,"New Bern, NC"
United States,North Carolina,Jones,10215,"New Bern, NC"
United States,North Carolina,Pamlico,12953,"New Bern, NC"
United States,Indiana,Henry,49044,"New Castle, IN"
United States,Pennsylvania,Lawrence,89333,"New Castle, PA"
United States,Connecticut,New Haven,862287,"New Haven-Milford, CT"
United States,Louisiana,Jefferson,434767,"New Orleans-Metairie, LA"
United States,Louisiana,Orleans,378715,"New Orleans-Metairie, LA"
United States,Louisiana,Plaquemines,23550,"New Orleans-Metairie, LA"
United States,Louisiana,St. Bernard,43482,"New Orleans-Metairie, LA"
United States,Louisiana,St. Charles,52617,"New Orleans-Metairie, LA"
United States,Louisiana,St. James,21752,"New Orleans-Metairie, LA"
United States,Louisiana,St. John the Baptist,43761,"New Orleans-Metairie, LA"
United States,Louisiana,St. Tammany,242333,"New Orleans-Metairie, LA"
United States,Ohio,Tuscarawas,92672,"New Philadelphia-Dover, OH"
United States,Minnesota,Brown,25332,"New Ulm, MN"
United States,New Jersey,Bergen,925328,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Essex,789565,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Hudson,660282,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Hunterdon,126250,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Middlesex,828919,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Monmouth,629672,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Morris,499397,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Ocean,583414,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Passaic,505672,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Somerset,330585,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Sussex,145992,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New Jersey,Union,548256,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Bronx,1418733,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Dutchess,296916,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Kings,2592149,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Nassau,1352146,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,New York,1626159,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Orange,375592,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Putnam,99645,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Queens,2296175,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Richmond,472621,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Rockland,320903,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Suffolk,1499738,"New York-Newark-Jersey City, NY-NJ-PA"
United States,New York,Westchester,968802,"New York-Newark-Jersey City, NY-NJ-PA"
United States,Pennsylvania,Pike,56591,"New York-Newark-Jersey City, NY-NJ-PA"
United States,South Carolina,Newberry,37521,"Newberry, SC"
United States,Oregon,Lincoln,46350,"Newport, OR"
United States,Tennessee,Cocke,35479,"Newport, TN"
United States,Iowa,Jasper,36641,"Newton, IA"
United States,Michigan,Berrien,155252,"Niles-Benton Harbor, MI"
United States,Arizona,Santa Cruz,46768,"Nogales, AZ"
United States,Nebraska,Madison,35278,"Norfolk, NE"
United States,Nebraska,Pierce,7150,"Norfolk, NE"
United States,Nebraska,Stanton,6133,"Norfolk, NE"
United States,Nebraska,Lincoln,36051,"North Platte, NE"
United States,Nebraska,Logan,763,"North Platte, NE"
United States,Nebraska,McPherson,526,"North Platte, NE"
United States,Florida,Manatee,342106,"North Port-Sarasota-Bradenton, FL"
United States,Florida,Sarasota,390429,"North Port-Sarasota-Bradenton, FL"
United States,Indiana,Jennings,28241,"North Vernon, IN"
United States,North Carolina,Wilkes,69023,"North Wilkesboro, NC"
United States,Ohio,Huron,58889,"Norwalk, OH"
United States,Connecticut,New London,274150,"Norwich-New London, CT"
United States,Washington,Island,78801,"Oak Harbor, WA"
United States,Florida,Marion,337362,"Ocala, FL"
United States,New Jersey,Cape May,95897,"Ocean City, NJ"
United States,Texas,Ector,149378,"Odessa, TX"
United States,Utah,Box Elder,50794,"Ogden-Clearfield, UT"
United States,Utah,Davis,322094,"Ogden-Clearfield, UT"
United States,Utah,Morgan,10173,"Ogden-Clearfield, UT"
United States,Utah,Weber,238519,"Ogden-Clearfield, UT"
United States,New York,St. Lawrence,111963,"Ogdensburg-Massena, NY"
United States,Pennsylvania,Venango,53907,"Oil City, PA"
United States,Florida,Okeechobee,39330,"Okeechobee, FL"
United States,Oklahoma,Canadian,126123,"Oklahoma City, OK"
United States,Oklahoma,Cleveland,269340,"Oklahoma City, OK"
United States,Oklahoma,Grady,53685,"Oklahoma City, OK"
United States,Oklahoma,Lincoln,34351,"Oklahoma City, OK"
United States,Oklahoma,Logan,44422,"Oklahoma City, OK"
United States,Oklahoma,McClain,36511,"Oklahoma City, OK"
United States,Oklahoma,Oklahoma,755245,"Oklahoma City, OK"
United States,New York,Cattaraugus,78892,"Olean, NY"
United States,Washington,Thurston,262388,"Olympia-Tumwater, WA"
United States,Iowa,Harrison,14431,"Omaha-Council Bluffs, NE-IA"
United States,Iowa,Mills,14896,"Omaha-Council Bluffs, NE-IA"
United States,Iowa,Pottawattamie,92728,"Omaha-Council Bluffs, NE-IA"
United States,Nebraska,Cass,25357,"Omaha-Council Bluffs, NE-IA"
United States,Nebraska,Douglas,537256,"Omaha-Council Bluffs, NE-IA"
United States,Nebraska,Sarpy,169331,"Omaha-Council Bluffs, NE-IA"
United States,Nebraska,Saunders,20929,"Omaha-Council Bluffs, NE-IA"
United States,Nebraska,Washington,20223,"Omaha-Council Bluffs, NE-IA"
United States,New York,Otsego,61683,"Oneonta, NY"
United States,Idaho,Payette,22610,"Ontario, OR-ID"
United States,Oregon,Malheur,30479,"Ontario, OR-ID"
United States,Louisiana,St. Landry,83454,"Opelousas, LA"
United States,South Carolina,Orangeburg,90942,"Orangeburg, SC"
United States,Florida,Lake,308034,"Orlando-Kissimmee-Sanford, FL"
United States,Florida,Orange,1225267,"Orlando-Kissimmee-Sanford, FL"
United States,Florida,Osceola,298504,"Orlando-Kissimmee-Sanford, FL"
United States,Florida,Seminole,436041,"Orlando-Kissimmee-Sanford, FL"
United States,Wisconsin,Winnebago,169541,"Oshkosh-Neenah, WI"
United States,Iowa,Mahaska,22417,"Oskaloosa, IA"
United States,Washington,Adams,19067,"Othello, WA"
United States,Illinois,Bureau,34056,"Ottawa-Peru, IL"
United States,Illinois,LaSalle,112183,"Ottawa-Peru, IL"
United States,Illinois,Putnam,5801,"Ottawa-Peru, IL"
United States,Kansas,Franklin,25740,"Ottawa, KS"
United States,Iowa,Davis,8791,"Ottumwa, IA"
United States,Iowa,Wapello,35391,"Ottumwa, IA"
United States,Minnesota,Steele,36465,"Owatonna, MN"
United States,Kentucky,Daviess,98218,"Owensboro, KY"
United States,Kentucky,Hancock,8687,"Owensboro, KY"
United States,Kentucky,McLean,9496,"Owensboro, KY"
United States,Michigan,Shiawassee,68900,"Owosso, MI"
United States,Mississippi,Lafayette,51318,"Oxford, MS"
United States,North Carolina,Granville,58275,"Oxford, NC"
United States,California,Ventura,839620,"Oxnard-Thousand Oaks-Ventura, CA"
United States,Alabama,Dale,49884,"Ozark, AL"
United States,Illinois,Massac,15073,"Paducah, KY-IL"
United States,Kentucky,Ballard,8332,"Paducah, KY-IL"
United States,Kentucky,Livingston,9359,"Paducah, KY-IL"
United States,Kentucky,McCracken,65373,"Paducah, KY-IL"
United States,Nevada,Nye,42297,"Pahrump, NV"
United States,Florida,Putnam,72577,"Palatka, FL"
United States,Texas,Anderson,57938,"Palestine, TX"
United States,Florida,Brevard,550823,"Palm Bay-Melbourne-Titusville, FL"
United States,Texas,Gray,23043,"Pampa, TX"
United States,Florida,Bay,174987,"Panama City, FL"
United States,Florida,Gulf,15829,"Panama City, FL"
United States,Arkansas,Greene,43097,"Paragould, AR"
United States,Tennessee,Henry,32210,"Paris, TN"
United States,Texas,Lamar,49426,"Paris, TX"
United States,West Virginia,Wirt,5901,"Parkersburg-Vienna, WV"
United States,West Virginia,Wood,86569,"Parkersburg-Vienna, WV"
United States,Kansas,Labette,20916,"Parsons, KS"
United States,Arizona,Gila,53053,"Payson, AZ"
United States,Texas,Reeves,13965,"Pecos, TX"
United States,Florida,Escambia,305817,"Pensacola-Ferry Pass-Brent, FL"
United States,Florida,Santa Rosa,161096,"Pensacola-Ferry Pass-Brent, FL"
United States,Illinois,Marshall,12153,"Peoria, IL"
United States,Illinois,Peoria,188429,"Peoria, IL"
United States,Illinois,Stark,5907,"Peoria, IL"
United States,Illinois,Tazewell,136352,"Peoria, IL"
United States,Illinois,Woodford,39273,"Peoria, IL"
United States,Indiana,Miami,36140,"Peru, IN"
United States,Delaware,New Castle,549684,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Maryland,Cecil,101913,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,New Jersey,Burlington,450838,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,New Jersey,Camden,512854,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,New Jersey,Gloucester,290265,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,New Jersey,Salem,65166,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Pennsylvania,Bucks,626976,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Pennsylvania,Chester,509468,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Pennsylvania,Delaware,561973,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Pennsylvania,Montgomery,812376,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Pennsylvania,Philadelphia,1553165,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
United States,Arizona,Maricopa,4009412,"Phoenix-Mesa-Scottsdale, AZ"
United States,Arizona,Pinal,389350,"Phoenix-Mesa-Scottsdale, AZ"
United States,Mississippi,Pearl River,55072,"Picayune, MS"
United States,South Dakota,Hughes,17508,"Pierre, SD"
United States,South Dakota,Stanley,2981,"Pierre, SD"
United States,South Dakota,Sully,1437,"Pierre, SD"
United States,Arkansas,Cleveland,8593,"Pine Bluff, AR"
United States,Arkansas,Jefferson,73191,"Pine Bluff, AR"
United States,Arkansas,Lincoln,14031,"Pine Bluff, AR"
United States,North Carolina,Moore,91587,"Pinehurst-Southern Pines, NC"
United States,Kansas,Crawford,39278,"Pittsburg, KS"
United States,Pennsylvania,Allegheny,1231527,"Pittsburgh, PA"
United States,Pennsylvania,Armstrong,68107,"Pittsburgh, PA"
United States,Pennsylvania,Beaver,170115,"Pittsburgh, PA"
United States,Pennsylvania,Butler,185476,"Pittsburgh, PA"
United States,Pennsylvania,Fayette,134999,"Pittsburgh, PA"
United States,Pennsylvania,Washington,208206,"Pittsburgh, PA"
United States,Pennsylvania,Westmoreland,362437,"Pittsburgh, PA"
United States,Massachusetts,Berkshire,129585,"Pittsfield, MA"
United States,Texas,Hale,35764,"Plainview, TX"
United States,Wisconsin,Grant,51069,"Platteville, WI"
United States,New York,Clinton,81591,"Plattsburgh, NY"
United States,Indiana,Marshall,47109,"Plymouth, IN"
United States,Idaho,Bannock,83249,"Pocatello, ID"
United States,Ohio,Gallia,30621,"Point Pleasant, WV-OH"
United States,West Virginia,Mason,27126,"Point Pleasant, WV-OH"
United States,Oklahoma,Kay,45633,"Ponca City, OK"
United States,Puerto Rico,Juana Díaz Municipality,79897,Ponce metropolitan area
United States,Puerto Rico,Ponce Municipality,166327,Ponce metropolitan area
United States,Puerto Rico,Villalba Municipality,26073,Ponce metropolitan area
United States,Illinois,Livingston,38186,"Pontiac, IL"
